ID_Numero,Pergunta_Paciente,Parte_Distorcida,Distorcao_Dominante,Distorcao_Secundaria
481,"Eu tenho vozes dentro da minha cabeça que me dizem o que fazer e se eu não ouvir eu começo a ter uma dor de cabeça terrível e começo a sentir sonolência (se for grave eu perco o controle sobre o corpo e outra pessoa toma conta) . Personalidades que vivem dentro da minha cabeça tomam o corpo e eu sou incapaz de sair durante esses tempos. Algumas delas têm um nome e aparência. Eu não tenho muitas memórias da minha infância e se tentar lembrar eu começo a ter uma enxaqueca terrível, então eu evito- as. As vozes estão sempre comigo e elas fazem turnos manobrando o corpo. Eles são todos bons, mas há algumas que tomam completamente o controle e prejudicam o corpo comprando tentando sufocá- lo ou batendo- o. E às vezes tudo o que eu posso fazer é mentir no chão incapaz de mover um músculo como as vozes me permitem tomar controle. Por favor, ajude- me porque eu tenho medo Eu estou ficando louco.",As vozes estão sempre comigo e elas fazem turnos manobrando o corpo.,Supergeneralizacao,Sem distorcao
482,"De um adolescente nos EUA: Eu não sei como me sinto ou se algo está errado comigo. Eu não fui diagnosticado porque tenho medo de contar à minha família. Eu pensei que eu tinha depressão e ansiedade porque eu tinha muitos dos sintomas, mas ultimamente eu tenho estado duvidando disso (por causa de pensamentos intrusivos). Também tenho pensamentos intrusivos que me perturbam muito (sexual, morte, medo de fingir) e eles tornam a minha vida tão difícil.",Não fui diagnosticado porque tenho medo de contar à minha família.,Raciocinio_emocional,Sem distorcao
483,"Eu fui diagnosticado com psicose desde o nascimento e depressão/ansiedade. Eu estava em um hospital psiquiátrico duas vezes por suicídio, e eu consegui tratamento, mas eu parei e também desisti da terapia. Em substituição, eu recebi medicação chinesa de ervas que parecia fazer-me muito mais feliz ainda muito zangado e às vezes muito suicida. Eu costumava ter realmente maus ilusões e acreditava que eu tinha que matar todos ou ser morto, confundindo a realidade com memórias maquiadas etc e eu ficaria muito deprimido e emocional, mas agora eu simplesmente não me importo. eu não tenho nenhum interesse em coisas que eu costumava realmente amar, embora eu não me sinto triste. Eu twitch muito e olhar para as coisas durante horas e eu ainda repito conversas em voz alta, e eu notei que eu de repente esqueci ou cant fazer o que em uma imagem como eu não posso reconhecê-lo, o mesmo com algumas palavras e cartas. Eu tive alucinações desde que eu era jovem e nada disso era estranho para mim até que eu fosse colocado em medicina?",Nenhuma,Sem distorcao,Sem distorcao
484,"Eu sou um gais senior na faculdade e durante o segundo semestre do meu primeiro ano, eu conheci um cara no meu laboratório de química. Inicialmente, eu o odiava porque ele parecia agir um pouco pomposo. Mas no início do meu segundo ano, nós começamos a desenvolver uma relação. Inicialmente, nós éramos apenas amigos e eu nunca sentia qualquer tipo de sentimentos íntimos por ele. Como com qualquer outro cara atraente que eu conhecia, no entanto, eu era um pouco tímido perto dele no início, mas comecei a sentir-me mais confortável como eu cheguei a conhecê-lo melhor. Mas ainda assim, éramos estritamente amigos. Foi até o verão que ele desapontou os meus sentimentos, e ele me deu conta de que ele tinha um pouco de sentimentos por ele. Nós passamos muito tempo juntos, como nós estávamos tomando a mesma classe de escola de verão, e era muito meticuloso sobre como ele olhava.","Eu acho que eu tinha sentimentos tão severly desenvolvidos por ele, quase em um nível inconsciente, que eu não poderia suportar acreditar que ele era gay.",Maximizacao,Sem distorcao
485,Do EUA: Meu pai é viúvo e também acabou de sair de uma relação destrutiva. Meu pai é de uma época em que a mulher cuida do homem e ele espera que outros façam o mesmo. Minha mãe era uma boa mulher e ela cuidou do meu pai até que ela faleceu há quase 9 anos.,Nenhuma,Sem distorcao,Sem distorcao
486,"Eu sempre tive medo da morte, depois de quando eu era pequena perdemos um dos animais de estimação da família (nós os tratamos mais como membros da família) e desde então eu tive estes estranhos, ao acaso, pânicos sobre mim morrendo, e que eu simplesmente não quero que minha história termine. É o único medo que eu tenho que fazer isso para mim. Acontece aleatoriamente, eu posso estar assistindo um programa de TV, ou apenas deitado na cama. é estranho. Em uma nota lateral eu fui machucado por um membro da família masculino como uma criança de uma maneira sexual, física e emocional e eu acredito que este poderia ser a fonte, mas eu não sei com certeza.","Em uma nota lateral, eu fui ferido por um membro da família masculina quando criança de uma maneira sexual, física e emocional e eu acredito que esta poderia ser a fonte, mas eu não sei com certeza.",Supergeneralizacao,Sem distorcao
487,"Recentemente fui diagnosticado com TDAH e bipolar 2. Meu atual psiquiatra fez com que minha mãe se sentasse para minhas consultas para obter informações, e ele sugeriu que minha mãe estava provavelmente TDAH e deprimida também. Minha mãe sempre reagiu excessivamente ao estresse, tem problemas de raiva, nunca parece ‘há e esquecida. Minha mãe tem 60 anos, mas ela tem sido assim quase toda a minha vida e eu luto com muitos dos mesmos sintomas, o que fez meu médico sugerir isso.",Nenhuma,Sem distorcao,Sem distorcao
488,"De um pai em Israel: Oi. Percebemos que nossa filha de 4 anos chora por cada coisinha, e parece ter dificuldade em se expressar aqui verbalmente em casa e no jardim de infância. Por exemplo: outro dia no jardim de infância ela estava segurando aqui copo na cozinha, até que a professora notou que ela estava apenas esperando lá, ao invés de dizer que ela queria uma bebida ou ela andou até o professor e apareceu aqui deixando o sanduíche e não diria à professora que ela terminou ou quer jogá- lo fora, a professora teve que fazer aqui algumas perguntas de adivinhação para as quais ela acenaria até que ela adivinhou a certa.","Percebemos que nossa filha de 4 anos chora por cada coisinha, e parece ter dificuldade em se expressar aqui verbalmente em casa e no jardim de infância.",Supergeneralizacao,Sem distorcao
489,"Olá, antes de começar esta pergunta Eu gostaria de começar dizendo que eu não tenho um problema com álcool. Eu entrei em contato com você antes e sua alimentação de volta foi muito útil. Como você sabe que eu tenho sofrido de depressão por dois anos, mas duas semanas atrás eu fui para uma caminhada e eu tive tempo para um pensamento realmente longo e difícil e um pensamento veio na minha cabeça que eu pensei que eu nunca pensaria e esse pensamento foi por que eu deveria me sentir baixo e deprimido como eu sentia isso por muito tempo. Eu decidi que eu tentaria pensar positivo como a vida é curto para se sentir infeliz, então eu tentei esvaziar os pensamentos negativos fora da minha cabeça e para o resto da semana eu senti algo que eu não sentia em um longo tempo e que era feliz e positivo e minha cabeça sentia tão claro, mas como alguém sabe quem sofre ou sofreu de depressão é fácil dizer que fazer para pensar assim que é por isso que este pensamento foi tão poderoso e abertura de olhos eu não sei de onde veio.",Nenhuma,Sem distorcao,Sem distorcao
490,"Eu sinto que sou muito velho demais para estar lutando com isso neste ponto da minha vida. Eu tenho um 2 anos, um recém-nascido, uma esposa bonita, uma hipoteca, e sou um recém-formado da faculdade de direito. Eu não posso parar de mentir embora. A mentira sempre foi para coisas correctivas (dizer às pessoas que eu jogava futebol quando eu estava realmente na banda de marcha, etc.), mas agora se infiltrou em todas as áreas da minha vida. Eu menti sobre sucessos passados na escola, trabalho, fé, e áreas gerais de caráter e integridade. Eu tenho estado em vendas por cerca de 6 anos e eu menti para os clientes sobre sucessos, erros que eu cometi, realizações pessoais, etc. Eu mais recentemente fui pego pelo meu chefe mentir sobre fazer uma chamada de vendas que eu realmente fiz, e quase perdi meu emprego por cima dela – por algo que ele realmente não teria se importado com! Eu tenho uma esposa, um 2 anos, e um recém-nascido que depende de mim, e sinto que eu sinto como se eu fosse egoísta.",Sinto que sou muito velho para lidar com isso neste momento da minha vida.,Declaracoes_de_Deveria,Sem distorcao
491,"Para dizer isso simplesmente, porque minha mãe é extremamente insegura ela controla tanto o meu pai e a minha vida e nos impede de desfrutar coisas que são sempre focadas em torno dela. Ela impede meu pai de ter hobbies porque ela é insegura sobre o seu relacionamento e pensa que meu pai iria deixá-la. Ele costumava jogar críquete, ir a campainha, ir correr, mas agora ele não tem hobbies e não tem muito tempo para qualquer outra coisa que não o trabalho porque minha mãe pode lidar com a pressão do trabalho que ela tem tido um trabalho muito bom e muitas vezes ela vai ter um tempo para o meu trabalho social, e ela vai ter muito tempo para o meu pai quando está muito doente e ela vai tirar a minha confiança em nós e vai fazer a pressão sobre meu pai para trazer mais dinheiro em casa por alguns dias. Meu pai está muitas vezes cansado e estressado e minha mãe fica mais ansiosa ainda do que ela costumava agora que ela está muito aborrecida e ela vai ter muito tempo para mim.","Para dizer simplesmente, porque a minha mãe está extremamente insegura, ela controla tanto o meu pai quanto a minha vida e nos impede de desfrutar de coisas que não estão focadas em torno dela. Ele costumava jogar críquete, tocar sinos, correr, mas agora ele não tem hobbies e não tem muito tempo para nada além do trabalho, porque minha mãe não pode lidar com a pressão do trabalho que ela não tem um bom trabalho e muitas vezes vai tirar tempo de folga.",Personalizacao,Rotulacao
492,"De Singapura: É a minha primeira vez que publico aqui (eu acabei de criar uma conta) e normalmente eu daria todo o meu histórico apenas para dar uma ideia melhor de quem eu sou, mas por agora só para o contexto I . 15, eu tenho pais asiáticos, I .m no meio da semana de exame, correndo em 4 horas de sono e muita cafeína, (eu acabei de voltar de sentar para um papel).",Nenhuma,Sem distorcao,Sem distorcao
493,"Meu amigo sempre foi um pouco diferente de todos os outros, mas ultimamente, eu vi que ele pode ocasionalmente falar consigo mesmo e também responder. Ele também tem um senso de humor extremamente escuro e realmente não sente emoção (não sente a necessidade de amor e nunca se sente mal por ninguém). Embora ele nunca machucou ninguém ele diz que tem um impulso que é meio estranho também...",Ele também tem um senso de humor extremamente escuro e realmente não sente emoção (não sente a necessidade de amor e nunca se sente mal por ninguém).,Leitura_mental,Sem distorcao
494,"Ei eu sou Ay. da Turquia Istambul. Eu vou chegar direto ao ponto. Eu costumava assustar a morte, mas este verão eu comecei a não. Eu não sei por que, mas eu realmente comecei a querer estar morto. Mas eu estava assustado que o que se eu morrer e nada vai acontecer como toda a empitência e tela preta, mas às vezes eu pensei que eu mesmo talvez eu iria para o céu e lá é Deus. Eu procurei na internet e descobri que eu tenho ansiedade, mas eu não acredito nisso. Eu não sei por que mas eu sinto que eu vou morrer. Não, eu não vou me suicidar e nunca tentar isso, mas eu meio que sinto que isso vai ser um acidente de trânsito ou alguém vai me matar. E agora eu não tenho medo de nada. Eu às vezes penso no meu funeral e me pergunto quantas pessoas vão tentar? Eu sempre ficar triste que minha família vai chorar muito. Minha avó, minha mãe, meu pai e meu irmão mais velho.","Eu não sei por que, mas eu realmente comecei a querer estar morto. Mas eu estava com medo que se eu morrer e nada vai acontecer como toda a empitência e tela preta, mas às vezes eu pensei que eu mesmo talvez eu iria para o céu e existe Deus. Não, eu não vou para o suicídio e nunca vou tentar isso, mas eu meio que sinto que vai ser um acidente de trânsito ou alguém vai me matar.",Adivinhacao,Sem distorcao
495,"Meu namorado tinha um fetiche de chuveiro de ouro e prefere que eu o faça ao invés de ele se masturbar a ele. Eu e meu namorado estamos juntos por quase 3 anos, e planejamos ficar juntos por um longo tempo. Algumas semanas depois de ficarmos íntimos ele me contou sobre seu fetiche de chuveiro de ouro, mas me disse que ele só estava interessado nele por causa de seu ex e que ele não mais fez isso. Eu descobri mais tarde que era verdade e que seu fetiche começou muito antes de seu ex estava mesmo em sua vida. Eu tentei entendê-lo, e até mesmo fez isso às vezes por ele, mas agora é no ponto em que ele só quer que eu seja o único a fazê-lo, e ele não gosta ainda de assistir seus vídeos. Eu não estou na idéia de modo algum. Ele o transforma e eu completamente fora faz tal bagunça! (Eu sempre faço ele limpá-lo) Se ele está esperando isso, e ele não acontece, ele fica chateado comigo, mesmo sabendo que eu gosto de fazê-lo.",Nenhuma,Sem distorcao,Sem distorcao
496,"Eu tenho 16 anos de idade. O mal: já estou obcecado com grandes quantidades de fama e dinheiro. Eu sei que eu me obceco com dinheiro. Eu quero ter acres e mansões em meu nome. Eu quero que todos saibam o meu nome em todo o mundo e que as celebridades venham às minhas festas realizadas no meu palácio maciço. Eu quero ser perseguido por paparazzi e eu quero estar em todos os shows de palestras em cada fim de semana. Eu sempre quero ser o centro de atenção. Eu quero ter várias empresas que dominam a indústria em que elas se sentam. Eu estou disposto a trabalhar tão duro quanto eu preciso para obter o estado inteiro. Eu sempre vou ter o sentimento de ser. Eu tenho um sentimento de estar com os meus filhos em aberto, além de ser multitalento em design, arte, moda, dança, e muito mais. Isso me leva a ter uma imagem auto-inflado de mim mesmo onde eu considero que eu sou mais especial e melhor. Eu tenho o sentimento de ser.","Estou obcecado com o sucesso. Se eu não conseguir o que espero (fama, dinheiro, status, etc.) eu me sentirei envergonhado e me sentirei como um completo fracasso.",Pensamento_tudo_ou_nada,Sem distorcao
497,"A partir dos Phillippines: Bem ao longo dos anos eu tenho estado obsessivo com as pessoas e todas elas eram mulheres, mulheres mais velhas, desde que eu era uma adolescente jovem. Eu não sei por que eu fico obsesado com elas talvez porque eu as vejo como uma figura mãe. Alguns deles levaram anos para finalmente superar isso e outros apenas um curto período de tempo. Admito que isso me deu tempos difíceis obaesing estas senhoras. Mas esta senhora im atualmente obsesed com é muito diferente das minhas pervertidas. E eu tenho estado obsessando ela por já três meses e isso realmente me causa um enorme sofrimento e distrações.",E tenho estado obcecado por ela há já três meses e isso realmente me causa um enorme sofrimento e distrações.,Maximizacao,Sem distorcao
498,"Meu namorado e eu estamos nos vendo por pouco mais de um ano agora em uma relação exclusiva e amorosa. Nós já éramos noivos de infância quando tínhamos 11 anos e perdemos o contato com a adolescência apenas para nos reunirmos em maio do ano passado e instantaneamente caiu um para o outro. Nos anos que tínhamos estado juntos ele tinha namorado uma mulher quase 10 anos mais velho do que ele e ela ficou grávida por acidente – ele tinha apenas 23 anos. Ela fez a vida insuportável para ele durante sua gravidez e terminou com ele. Ele manteve a gravidez um segredo de sua família e amigos por meses e ficou limpo com sua mãe, com quem ele tem um bom relacionamento, quando a menina tinha 6 meses. O ex deixou muito claro que ela estava preparada para deixá-lo fazer parte da vida de seus filhos mas como um pai de braços. Ou assim a história vai.",Nenhuma,Sem distorcao,Sem distorcao
499,"Oi, eu tenho TOC desde que tinha 9 anos. Eu tenho 21 anos agora, e felizmente é muito mais controlado. No entanto, quando eu era mais jovem, eu desenvolvi uma paranóia intensa de esquizofrenia. Eu não sabia que eu tinha TOC até que eu tinha 19, então o tempo todo eu pensei que meus pensamentos estranhos eram simplesmente representativos de um futuro surto esquizofrênico. No ensino médio eu era uma pessoa muito paranóica e eu estava sempre consumido por um medo generalizado de que eu estava ficando louco. Este medo me levou a prestar uma quantidade obsessiva de atenção aos meus pensamentos estranhos, o que levou a uma análise adicional de como eu realmente acreditava que eu estava ficando louco. Mas agora que estou ciente da minha condição mental, eu aprendi a controlar minhas ansiedades melhor.","Este medo me levou a prestar uma quantidade obsessiva de atenção aos meus pensamentos estranhos, o que levou a uma análise adicional de como eu realmente acreditava que eu estava enlouquecendo.",Maximizacao,Sem distorcao
500,"Eu tenho que dizer que não é triste. eu só acho que o mundo é realmente chato. eu quero que todas as pessoas calem a boca e apenas parem de fazer barulho. eu espero que todos estão mortos para que o mundo fique quieto e eu me sentirei confortável. eu realmente quero matar pessoas que sempre falam comigo. e eu também espero que eles não se movam para que eles não façam qualquer barulho. é este normal? eu tenho que ir para o hospital? eu realmente não quero. eu acho que é apenas por causa da falta de sono. eu sempre quero dormir não importa o quanto eu dormi. eu me sinto tonto todos os dias e quero vomitar quase todos os dias. (eu tenho certeza que não estou grávida lol) eu realmente não me sinto cheio e eu como muito. é isso apenas por causa do alto nível de estresse? não qualquer tipo de doença certo? e também eu não posso dormir facilmente mesmo embora im cansado e sonolento (im sempre cansado) eu choro, mas eu realmente não me sinto muito triste. eu quero dizer um pouco triste, mas não a um nível que eu acho.",Eu me sinto tonto todos os dias e quero vomitar quase todos os dias.,Supergeneralizacao,Sem distorcao
501,"Alguém precisa saber a verdade. Qualquer um neste ponto. Eu estou desesperadamente precisando de ajuda e orientação. Estou lutando com o vício de uma forma importante. Por sua vez, eu não tenho mantido o rastro do meu bipolar em tudo e, neste ponto, nem sei onde estou emocionalmente. Fisicamente estou doente. Tenho gripe. Eu vomito. Eu mal como. Às vezes não sei como estou sobrevivendo. Mas tenho medo. Estou com muito medo. Se isto continuar, pode ser muito tarde antes de perceber e não quero que isso aconteça. Eu tenho usado cocaína quase diariamente por 2 meses. (Eu recaí)","Se isto continuar, pode ser tarde demais antes mesmo de eu perceber e eu não quero que isso aconteça.",Adivinhacao,Sem distorcao
502,"Parece ter acontecido que perdi toda a capacidade de sentir emoções, além de uma certa quantidade de ansiedade e autodetesto. Também, os sentimentos que tendem a inundar você inesperadamente, o que eu posso lembrar, como acordar em um domingo e sentir uma pressa de conforto sendo todo encaixado em sua cama quando chove fora, sentimentos místicos que você começa às vezes caminhando pela natureza, tipo de sentir o 'vibe' de um quarto ou quando você está em uma multidão, qualquer uma dessas coisas que pode necessariamente ser classificada como emoção, mas parece ser mais de uma conexão espiritual entre a humanidade e a realidade. Esses sentimentos zumbidos bonitos.","Parece ter surgido que perdi toda a capacidade de sentir emoções, além de uma certa quantidade de ansiedade e autodetesta.",Supergeneralizacao,Sem distorcao
503,"De um adolescente nos EUA: Algumas noites atrás eu estava no meu carro perto de um passe superior digitando minha carta para a minha família no meu telefone. Eu não saí do meu carro, mas eu estava chegando perto dele. Eu a juntei e saí e não tive quaisquer pensamentos suicidas desde então e não tenho intenção de chegar tão perto de novo.",Nenhuma,Sem distorcao,Sem distorcao
504,"Eu perdi meu marido há cinco meses. Desde então eu passei por baixos maciços e altos maciços. Às vezes eu sou hiperativo e super feliz, então alguns dias depois eu vou cair em um monte. Eu estou bebendo muito e sinto como se meu enfrentamento e sentimentos estão ficando piores. Eu tenho tantas emoções mistas. Eu sinto como se eu tenha envolvido em comportamentos que anteriormente eram pouco característicos até certo ponto, bem pelo menos agora eles são extremos em comparação com antes. Eu não tenho idéia de como seguir em frente como eu pareço estar espiralando por um caminho muito escuro. Eu também testemunhei e experimentei uma morte lenta muito dolorosa e foi praticamente o único cuidador. eu me pergunto se eu pode ter PTSD em cima de tudo o mais que eu estou experimentando.","Desde então eu passei por baixos maciços e altos maciços. Às vezes eu sou hiperativo e super feliz, então alguns dias depois eu vou cair em um monte.",Pensamento_tudo_ou_nada,Sem distorcao
505,"Eu sou um estudante da escola secundária e tinha 16 anos. Desde o ano passado, minha vida diária era como um pesadelo. Eu sempre senti tonturas e dores de cabeça, depois de tomar o panadol, eu não me senti melhor. Também, eu não quero comer a comida que eu amo comer antes. Eu não tenho humor para comer.","Sempre senti tonturas e dor de cabeça, depois de tomar o panadol, não me senti melhor.",Supergeneralizacao,Sem distorcao
506,"Não há o dia em que eu não penso em morrer ou simplesmente desaparecer. Eu me sinto tão cansado de tudo e todos os próximos eu estou desejando que eu caísse no sono e nunca acordar. Em algum momento eu tive estes ""pensamentos felizes"" que me mantiveram, mas agora eu não tenho isso. Eu só vivo, dia a dia, como algum tipo de zumbi. Eu estou tentando tão difícil de obter pelo menos um pensamento positivo para que eu pudesse continuar a viver, mas nada. Eu vivo porque é algo que eu esperava fazer. Não importa o quanto dói acordar toda manhã e VIVER, eles não me deixarão morrer. Eu seria egoísta por deixá-los assim. Mas é egoísta deles fazer-me viver embora esta coisa chamada vida me sufoca?","Não importa o quanto dói acordar todas as manhãs e viver, eles não me deixarão morrer. Eu seria egoísta por deixá-los assim. Mas não é egoísta deles me fazer viver, embora esta coisa chamada vida me sufoque?",Personalizacao,Sem distorcao
507,"Do EUA: Eu tive a chance quando jovem para me ajudar, mas por causa do estigma naquele dia eu escolhi não, bem eu fiz por um ano.Tenten pais depois de 16 anos divorciados. Eu tenho 3 irmãs e irmão, então minha saúde mental meio que foi colocada ao lado, enquanto uma batalha de custudy amargo se seguiu.",Nenhuma,Sem distorcao,Sem distorcao
508,"Meu filho de 10 anos tem sido repetidamente roubado. Meu marido e eu falamos sobre isso com ele várias vezes. Ele sempre nos promete que ele nunca vai fazer isso novamente e que ele percebeu seu erro, mas algumas semanas depois ele traz para casa algo que não é dele. Ele tem até agora sido pego em um supermercado onde ele foi perdoado, roubado de mim em casa para comprar poucos livros. Todos os nossos esforços foram fúteis. Hoje ele comprou para casa um par de brinquedos que ele roubou de seus amigos. Gostaríamos de levá- lo para o seu professor amanhã e fazê- lo devolver os itens, mas medo de que ele será socialmente cicatrizado para a vida e pior, ele pode se desligar para fazer coisas piores para nós expondo- o aos seus amigos .. Por favor, ajude. Somos pais desesperados e só queremos o melhor para o nosso filho.","Gostaríamos de levá-lo ao seu professor amanhã e fazê-lo devolver os itens, mas receio que ele será socialmente marcado para a vida e pior, ele pode descer para fazer coisas piores para nós expô-lo aos seus freinds",Adivinhacao,Sem distorcao
509,"Eu sou uma mulher de 19 anos que teve um histórico de trauma da infância e depressão e ansiedade, bem como uma anorexia recuperada. No entanto, embora eu tenha controlado todas as minhas outras doenças mentais, ainda há uma sensação muito forte e generalizada de que eu estou vivendo na vida errada. Eu não sinto como se eu estivesse no corpo errado sexo-sabendo, mas que eu não deveria estar vivo agora e eu não deveria estar embarcando em qualquer dos caminhos de carreira que eu sou. Não é que a carreira que eu escolhi é errada, eu sinto mais como se eu troquei vidas com alguém (como Freaky Friday) e agora eu simplesmente não estou onde eu estou destinado a estar. Eu não posso me reconhecer quando olho em um espelho e eu não tenho sido capaz de por tanto tempo quanto eu posso lembrar. Logicamente, eu sei que é eu mesmo, mas eu não tenho a sensação de ter qualquer outro sintoma como se a pessoa olhando para trás é realmente eu.",Nenhuma,Sem distorcao,Sem distorcao
510,Meu coração parou de sentir e minha vida não tem sido a mesma desde então. Eu sou uma menina de 18 anos. No início deste ano eu terminei com meu namorado com quem eu estava desde os 14 anos. Esta separação veio como um grande choque e eu passei por muita dor. Dois meses depois meu afilhado de apenas 10 meses morre. Sua morte me atingiu duramente porque ele é o primeiro membro da família próxima que eu perdi até a morte. Ele era meu pilar de força e a razão pela qual eu continuei indo embora eu estivesse quebrado em pedaços assim que quando ele deixou tudo mudou. Meu coração desligou e eu fiquei espiritualmente confuso. Eu já chorei em 5 meses agora e eu não me lembro da última vez que eu senti algo genuinamente. Eu odeio quem eu me tornei mesmo de uma maneira que me salvou de qualquer dor. Como eu ficarei bem novamente? E se eu fizer os sentimentos pelo meu ex ainda estar lá porque eu nunca realmente fiquei sobre ele?,"No início deste ano, terminei com meu namorado com quem estava desde os 14 anos. Esta separação surgiu como um grande choque e eu passei por muita dor. Dois meses depois meu afilhado de apenas 10 meses morre. Sua morte me atingiu duramente porque ele é o primeiro membro da família próxima que eu perdi até a morte. Ele era meu pilar de força e a razão pela qual eu continuava a ir embora eu estivesse quebrado em pedaços, então quando ele deixou tudo mudou.",Filtro_mental,Pensamento_tudo_ou_nada
511,"Eu sou uma filha única, e sempre tenho sido uma introvertida. Na maioria das vezes eu gosto de estar sozinha, mas às vezes pode ficar realmente sozinha. Eu tenho estado em poucas relações desde os meus dias de ensino médio, e mais recentemente, um relacionamento de longa distância de um ano. Ela vive na Califórnia, eu em Massachusetts. Acabamos de chegar à conclusão que as coisas não podem funcionar entre nós neste estágio em nossas vidas, sendo tão distantes. Ela realmente teme a distância e quer alguém próximo para fazer constantemente as coisas com, e quem sou eu para negá-la isso? Seria egoísta. Eu só quero jogar aqui que nos encontramos pessoalmente, duas vezes, e foi os mais espantosos 10 dias cada visita, que eu já tinha passado com alguém em um tempo longo. Não houve nenhuma timidez envolvida mesmo quando eu estava encontrando ela pela primeira vez como nós estávamos constantemente falando no computador e telefone por meses.",Nenhuma,Sem distorcao,Sem distorcao
512,"Do E. U.S.: No passado mês de outubro, enquanto estava fora para a noite no Halloween, minha amiga da minha esposa esfregou meu rabo com minha esposa através da mesa de mim e imediatamente removeu a mão dela e pediu desculpas. A noite continuou sem outros casos, mas como fomos para casa em um bar lotado, nós dissemos nossos despedidas e nossas mãos agarraram um ao outro e eu não tenho certeza do que isso significava. De qualquer forma, nós estivemos ao redor deles algumas vezes desde então e não tivemos um problema.",Nenhuma,Sem distorcao,Sem distorcao
513,Do Reino Unido: Eu tenho fumado erva com meus amigos pelo menos uma vez por semana no ano passado. Recentemente embora (últimos dois meses) eu tenho fumado quase todos os dias por mim mesmo. Eu sei que está fora de controle e eu estou tentando trabalhar nela. Isso não afeta minha vida em um sentido óbvio – eu ainda vou para a uni todos os dias e vou trabalhar e fazer um bom trabalho e manter no topo das minhas notas eu até vejo minha família uma vez por semana.,Eu sei que está fora de controle e estou tentando trabalhar nele.,Declaracoes_de_Deveria,Sem distorcao
514,"Então, no início de outubro de 2017 eu estava sofrendo de pensamentos intrusivos/homicidas. Basicamente, eu queria atirar na minha escola. Eu contei a um ex-amigo sobre isso e agora eu me arrependo. Eu tenho tanto medo que ela vá dizer a minha escola ou alguém em geral e o medo está arruinando minha vida. Para esclarecer, eu não tenho mais esses pensamentos ou impulsos. Na época eu estava extremamente obcecado com tiroteios escolares (por exemplo: columbina). Eu acho que é o que me encorajou a pensar essas coisas, mas o que também me encorajou é o fato de que eu me odiava a mim mesmo. Eu me sentia causado estes pensamentos. Eu sempre me sentia insegura. Uma garota no Instagram até me fez querer tirar a minha raiva sobre os outros. Minha vida doméstica é boa e eu não me sentia mal por ter esses pensamentos. Eu me sentia egoísta e estúpida.",Sinto-me egoísta e estúpida.,Rotulacao,Sem distorcao
515,"Eu sempre tive depressão, desde que eu estava no 7o ano. Eu iria lidar com isso cortando-me, e eu tenho estado querendo fazê-lo novamente por nenhuma razão. Eu tenho causado numerosos arranhões, não cortes reais. Eu tenho estado lutando comigo mesmo. Eu não tenho dormido muito, e quando eu dorme isso é por pelo menos 10 horas. Eu também tenho tido algumas tentativas de suicídio no passado... E ultimamente eu continuo pensando sobre eles e lembrando-me deles. Eu não quero estar perto de ninguém, mas então eu faço, mas então eu sinto novamente. Quando eu estou em torno de meus amigos eu sinto como se eu não estivesse lá. Eu só estou me observando por dentro, como eu tenho uma alma em uma máquina. Eu continuo dando em ter pesadelos, e sonhos sobre lugares que eu nunca estive... Mas então alguns dias mais tarde eu estava com o lugar que eu sonhei. Eu poderia me perguntar o que estava errado.",Também tive algumas tentativas de suicídio no passado... e ultimamente continuo pensando neles e lembrando-me deles.,Filtro_mental,Sem distorcao
516,"Do Canadá: Meu marido mentiu para mim anos atrás e eu acabei de descobrir que eu tenho sido casado por cerca de 4 anos, mas juntos para 14. Como eu estava navegando em nosso computador desktop à procura de algumas fotos antigas durante o fim de semana eu descobri fotos de uma viagem de trabalho meu marido foi em cerca de 8 anos atrás. Estas fotos continha ele e outra mulher (selfies, jantar juntos e compras). Eu estava e estou completamente furioso. Eu me lembro logo depois daquela viagem como eu vi algumas outras fotos dele com o carro exótico que ele tinha alugado e perguntou quem tirou as fotos. Ele me disse na época que ele tirou as pessoas da rua para tirar as fotos e eu ingenuamente acreditei nele.",Nenhuma,Sem distorcao,Sem distorcao
517,"Eu sou um macho de 63 anos. Eu fui abusado fisicamente e emocionalmente desde uma idade muito jovem pelo meu pai. Ele muitas vezes me chicoteou com um cinto de pele de porco fino tão forte quanto podia enquanto ele gritava comigo. Quando eu chorava ele iria chicotear-me até que eu parasse de chorar. Eu me lembro da sensação de implodir quando eu tinha que fazer isso. Minha mãe tentou fazê-lo parar, mas ele nos trancaria no banheiro enquanto a espancação ocorreu. Eu ainda posso ouvir minha mãe gritando do outro lado da porta para que ele parasse. Quando ele não me chicoteou ele me chamou os nomes e me disse que eu nunca seria suficiente para nada. Se eu chorava quando ele me provocava ele diria que eram lágrimas de crocodilo e não significava nada.",Nenhuma,Sem distorcao,Sem distorcao
